-0.00017301,-4.9578e-20,-0.00034194,-3.7058e-19,0.0003419,-3.4591e-19,-0.00034188,4.9417e-19,0.00034187,4.9418e-20,-0.00034187,4.9418e-20,0.00034187,-1.4331e-18,-0.00034186,2.7427e-18,0.00034186,7.1657e-19,-0.00034186,5.189e-19,0.00034186,-4.3736e-18,-0.00034186,3.2616e-18,0.00034186,2.4709e-19,-0.00034186,3.5087e-18,0.00034186,-4.9172e-18,-0.00034186,1.359e-18,0.00034186,-2.6933e-18,-0.00034186,4.0276e-18,0.00034186,-4.6948e-19,-0.00034186,1.8038e-18,0.00034186,1.705e-18,-0.00034186,4.4971e-18,0.00034186,-1.0131e-18,-0.00034186,2.3474e-18,0.00034186,-3.6817e-18,-0.00034186,5.0407e-18,0.00034186,-1.5073e-18,-0.00034186,-6.8445e-18,0.00034186,-4.2253e-18,-0.00034186,5.4855e-18,0.00034186,2.8663e-18,-0.00034186,8.2283e-18,0.00034186,1.4826e-19,-0.00034186,1.0897e-17,0.00034186,-2.4709e-18,-0.00034186,3.8794e-18,0.00034186,-5.189e-18,-0.00034186,6.548e-18,0.00034186,-7.8576e-18,-0.00034186,-5.189e-19,0.00034186,-8.1541e-19,-0.00034186,2.1744e-18,0.00034186,-3.5334e-18,-0.00034186,4.8924e-18,0.00034187,-6.2514e-18,-0.00034187,7.5115e-18,0.00034187,8.648e-19,-0.00034188,1.0204e-17,0.0003419,-1.8035e-18,-0.00034194,1.2915e-17,-0.00017301,-0.00016978
-0.0001743,-1.1032e-05,-0.00034935,3.294e-05,0.00034724,-5.4761e-05,-0.00034378,7.6365e-05,0.00033898,-9.7667e-05,-0.00033284,0.00011858,0.00032539,-0.00013903,-0.00031666,0.00015893,0.00030667,-0.0001782,-0.00029548,0.00019677,0.00028312,-0.00021457,-0.00026965,0.00023151,0.00025511,-0.00024754,-0.00023956,0.0002626,0.00022307,-0.00027662,-0.0002057,0.00028954,0.00018752,-0.00030133,-0.00016859,0.00031192,0.00014901,-0.00032129,-0.00012883,0.00032938,0.00010814,-0.00033618,-8.7032e-05,0.00034165,6.5576e-05,-0.00034577,-4.3862e-05,0.00034853,2.1974e-05,-0.00034991,7.5434e-18,0.00034991,-2.1974e-05,-0.00034853,4.3862e-05,0.00034577,-6.5576e-05,-0.00034165,8.7032e-05,0.00033618,-0.00010814,-0.00032938,0.00012883,0.00032129,-0.00014901,-0.00031192,0.00016859,0.00030133,-0.00018752,-0.00028954,0.0002057,0.00027662,-0.00022307,-0.0002626,0.00023956,0.00024754,-0.00025511,-0.00023151,0.00026965,0.00021457,-0.00028312,-0.00019677,0.00029548,0.0001782,-0.00030667,-0.00015893,0.00031666,0.00013903,-0.00032539,-0.00011858,0.00033284,9.7667e-05,-0.00033898,-7.6365e-05,0.00034378,5.4761e-05,-0.00034724,-3.294e-05,0.00034935,1.1032e-05,0.0001743,-0.00016903
-0.00017588,-2.2622e-05,-0.00035625,6.7281e-05,0.00034775,-0.00011097,-0.0003338,0.0001529,0.0003146,-0.00019242,-0.00029044,0.00022891,0.0002617,-0.00026178,-0.00022883,0.00029053,0.00019236,-0.00031469,-0.00015285,0.0003339,0.00011094,-0.00034783,-6.7269e-05,0.00035628,2.2542e-05,-0.00035912,2.2542e-05,0.00035628,-6.7269e-05,-0.00034783,0.00011094,0.0003339,-0.00015285,-0.0003147,0.00019236,0.00029053,-0.00022883,-0.00026178,0.0002617,0.00022891,-0.00029043,-0.00019242,0.00031459,0.0001529,-0.00033379,-0.00011097,0.00034772,6.7292e-05,-0.00035616,-2.2549e-05,0.000359,-2.2549e-05,-0.00035616,6.7292e-05,0.00034772,-0.00011097,-0.00033379,0.0001529,0.00031459,-0.00019242,-0.00029043,0.00022891,0.0002617,-0.00026178,-0.00022883,0.00029053,0.00019236,-0.0003147,-0.00015285,0.0003339,0.00011094,-0.00034783,-6.7269e-05,0.00035628,2.2542e-05,-0.00035912,2.2542e-05,0.00035628,-6.7269e-05,-0.00034783,0.00011094,0.0003339,-0.00015285,-0.00031469,0.00019236,0.00029053,-0.00022883,-0.00026178,0.0002617,0.00022891,-0.00029044,-0.00019242,0.0003146,0.0001529,-0.0003338,-0.00011097,0.00034775,6.7281e-05,-0.00035625,-2.2622e-05,-0.00017588,-0.00016448
-0.00017775,-3.4852e-05,-0.00036257,0.00010297,0.00034315,-0.00016758,-0.00031159,0.00022625,0.00026901,-0.0002769,-0.00021691,0.00031774,0.00015712,-0.00034732,-9.1773e-05,0.0003646,2.3171e-05,-0.00036896,4.6251e-05,0.00036026,-0.00011404,-0.00033879,0.00017778,0.00030532,-0.00023523,-0.00026103,0.00028434,0.00020749,-0.00032338,-0.00014661,0.00035096,8.0527e-05,-0.00036611,-1.1595e-05,0.0003683,-5.7748e-05,-0.00035743,0.00012504,0.0003339,-0.00018791,-0.00029855,0.00024412,0.00025261,-0.00029168,-0.00019773,0.00032891,0.00013585,-0.00035449,-6.9148e-05,0.00036751,-3.972e-18,-0.00036751,6.9148e-05,0.00035449,-0.00013585,-0.00032891,0.00019773,0.00029168,-0.00025261,-0.00024412,0.00029855,0.00018791,-0.0003339,-0.00012504,0.00035743,5.7748e-05,-0.0003683,1.1595e-05,0.00036611,-8.0527e-05,-0.00035096,0.00014661,0.00032338,-0.00020749,-0.00028434,0.00026103,0.00023523,-0.00030532,-0.00017778,0.00033879,0.00011404,-0.00036026,-4.6251e-05,0.00036896,-2.3171e-05,-0.0003646,9.1773e-05,0.00034732,-0.00015712,-0.00031774,0.00021691,0.0002769,-0.00026901,-0.00022625,0.00031159,0.00016758,-0.00034315,-0.00010297,0.00036257,3.4852e-05,0.00017775,-0.00015612
-0.0001799,-4.7809e-05,-0.00036825,0.00013995,0.00033312,-0.00022348,-0.0002771,0.00029296,0.00020367,-0.00034404,-0.00011746,0.00037349,2.3867e-05,-0.00037948,7.1225e-05,0.00036162,-0.00016184,-0.00032104,0.00024229,0.00026028,-0.00030751,-0.00018318,0.00035341,9.4559e-05,-0.00037711,1.0587e-18,0.00037711,-9.4559e-05,-0.00035341,0.00018318,0.00030751,-0.00026029,-0.00024229,0.00032104,0.00016184,-0.00036162,-7.1224e-05,0.00037948,-2.3867e-05,-0.0003735,0.00011746,0.00034404,-0.00020367,-0.00029297,0.00027708,0.00022349,-0.00033309,-0.00013997,0.00036816,4.7656e-05,-0.0003801,4.7656e-05,0.00036816,-0.00013997,-0.00033309,0.00022349,0.00027708,-0.00029297,-0.00020367,0.00034404,0.00011746,-0.0003735,-2.3867e-05,0.00037948,-7.1224e-05,-0.00036162,0.00016184,0.00032104,-0.00024229,-0.00026029,0.00030751,0.00018318,-0.00035341,-9.4559e-05,0.00037711,-5.7978e-18,-0.00037711,9.4559e-05,0.00035341,-0.00018318,-0.00030751,0.00026028,0.00024229,-0.00032104,-0.00016184,0.00036162,7.1225e-05,-0.00037948,2.3867e-05,0.00037349,-0.00011746,-0.00034404,0.00020367,0.00029296,-0.0002771,-0.00022348,0.00033312,0.00013995,-0.00036825,-4.7809e-05,-0.0001799,-0.00014397
-0.00018234,-6.1586e-05,-0.00037317,0.00017812,0.0003174,-0.00027746,-0.00023059,0.00034964,0.00012123,-0.00038758,1.4014e-18,0.00038758,-0.00012122,-0.00034964,0.00023058,0.00027748,-0.00031737,-0.00017815,0.00037309,6.1388e-05,-0.00039229,6.1388e-05,0.00037309,-0.00017815,-0.00031737,0.00027748,0.00023058,-0.00034965,-0.00012122,0.00038759,-2.5479e-20,-0.00038759,0.00012122,0.00034965,-0.00023058,-0.00027748,0.00031737,0.00017815,-0.00037309,-6.1388e-05,0.00039229,-6.1388e-05,-0.00037309,0.00017815,0.00031737,-0.00027748,-0.00023058,0.00034965,0.00012122,-0.00038759,-5.0958e-20,0.00038759,-0.00012122,-0.00034965,0.00023058,0.00027748,-0.00031737,-0.00017815,0.00037309,6.1388e-05,-0.00039229,6.1388e-05,0.00037309,-0.00017815,-0.00031737,0.00027748,0.00023058,-0.00034965,-0.00012122,0.00038759,-1.6689e-17,-0.00038759,0.00012122,0.00034965,-0.00023058,-0.00027748,0.00031737,0.00017815,-0.00037309,-6.1388e-05,0.00039229,-6.1388e-05,-0.00037309,0.00017815,0.00031737,-0.00027748,-0.00023058,0.00034964,0.00012122,-0.00038758,5.5546e-18,0.00038758,-0.00012123,-0.00034964,0.00023059,0.00027746,-0.0003174,-0.00017812,0.00037317,6.1586e-05,0.00018234,-0.00012811
-0.00018505,-7.6278e-05,-0.00037724,0.00021739,0.00029572,-0.00032825,-0.00017272,0.00039301,2.5471e-05,-0.00040256,0.00012535,0.00035557,-0.00025856,-0.00025864,0.00035546,0.00012539,-0.00040244,2.5478e-05,0.00039289,-0.00017277,-0.00032816,0.00029579,0.00021735,-0.00037727,-7.6008e-05,0.00040577,-7.6008e-05,-0.00037727,0.00021735,0.00029579,-0.00032816,-0.00017277,0.00039289,2.5478e-05,-0.00040243,0.00012539,0.00035546,-0.00025865,-0.00025856,0.00035558,0.00012535,-0.00040257,2.547e-05,0.00039302,-0.00017271,-0.00032827,0.00029569,0.00021742,-0.00037715,-7.6034e-05,0.00040563,-7.6034e-05,-0.00037715,0.00021742,0.00029569,-0.00032827,-0.00017271,0.00039302,2.547e-05,-0.00040257,0.00012535,0.00035558,-0.00025856,-0.00025865,0.00035546,0.00012539,-0.00040243,2.5478e-05,0.00039289,-0.00017277,-0.00032816,0.00029579,0.00021735,-0.00037727,-7.6008e-05,0.00040577,-7.6008e-05,-0.00037727,0.00021735,0.00029579,-0.00032816,-0.00017277,0.00039289,2.5478e-05,-0.00040244,0.00012539,0.00035546,-0.00025864,-0.00025856,0.00035557,0.00012535,-0.00040256,2.5471e-05,0.00039301,-0.00017272,-0.00032825,0.00029572,0.00021739,-0.00037724,-7.6278e-05,-0.00018505,-0.00010867
-0.00018803,-9.1989e-05,-0.00038029,0.00025758,0.00026787,-0.0003745,-0.0001045,0.00042011,-7.8739e-05,-0.00038576,0.00024699,0.00027797,-0.00036822,-0.00011727,0.00041937,-6.5755e-05,-0.00039069,0.00023626,0.00028764,-0.0003618,-0.00012985,0.00041847,-5.2664e-05,-0.00039549,0.00022515,0.00029722,-0.00035478,-0.00014238,0.00041688,-3.9557e-05,-0.00039963,0.00021397,0.00030631,-0.00034765,-0.00015468,0.00041516,-2.6384e-05,-0.00040365,0.00020243,0.0003153,-0.00033994,-0.00016694,0.00041275,-1.3203e-05,-0.00040699,0.00019083,0.00032377,-0.00033213,-0.00017891,0.00041021,-1.4686e-18,-0.00041021,0.00017891,0.00033213,-0.00032377,-0.00019083,0.00040699,1.3203e-05,-0.00041275,0.00016694,0.00033994,-0.0003153,-0.00020243,0.00040365,2.6384e-05,-0.00041516,0.00015468,0.00034765,-0.00030631,-0.00021397,0.00039963,3.9557e-05,-0.00041688,0.00014238,0.00035478,-0.00029722,-0.00022515,0.00039549,5.2664e-05,-0.00041847,0.00012985,0.0003618,-0.00028764,-0.00023626,0.00039069,6.5755e-05,-0.00041937,0.00011727,0.00036822,-0.00027797,-0.00024699,0.00038576,7.8739e-05,-0.00042011,0.0001045,0.0003745,-0.00026787,-0.00025758,0.00038029,9.1989e-05,0.00018803,-8.5841e-05
-0.00019126,-0.00010882,-0.00038219,0.00029853,0.00023366,-0.0004148,-2.738e-05,0.00042843,-0.00018566,-0.00033607,0.00035276,0.00016056,-0.0004326,5.4667e-05,0.00040541,-0.00025638,-0.00027794,0.00039466,8.1704e-05,-0.00043531,0.00013474,0.00036827,-0.00031785,-0.00021013,0.00042233,-2.6966e-18,-0.00042233,0.00021013,0.00031785,-0.00036828,-0.00013474,0.00043531,-8.1704e-05,-0.00039466,0.00027794,0.00025638,-0.00040541,-5.4667e-05,0.00043259,-0.00016057,-0.00035275,0.00033608,0.00018565,-0.00042845,2.7378e-05,0.00041483,-0.00023364,-0.00029858,0.00038209,0.00010847,-0.00043603,0.00010847,0.00038209,-0.00029858,-0.00023364,0.00041483,2.7378e-05,-0.00042845,0.00018565,0.00033608,-0.00035275,-0.00016057,0.00043259,-5.4667e-05,-0.00040541,0.00025638,0.00027794,-0.00039466,-8.1704e-05,0.00043531,-0.00013474,-0.00036828,0.00031785,0.00021013,-0.00042233,4.8592e-18,0.00042233,-0.00021013,-0.00031785,0.00036827,0.00013474,-0.00043531,8.1704e-05,0.00039466,-0.00027794,-0.00025638,0.00040541,5.4667e-05,-0.0004326,0.00016056,0.00035276,-0.00033607,-0.00018566,0.00042843,-2.738e-05,-0.0004148,0.00023366,0.00029853,-0.00038219,-0.00010882,-0.00019126,-5.9885e-05
-0.00019474,-0.00012689,-0.00038273,0.00034,0.00019298,-0.00044773,5.6802e-05,0.00041604,-0.00028888,-0.00025481,0.00043102,1.424e-05,-0.00043896,0.00023077,0.00031023,-0.00040393,-8.492e-05,0.00045133,-0.00016683,-0.00035821,0.00036664,0.00015356,-0.0004523,9.8893e-05,0.00039713,-0.00032056,-0.00021833,0.00044242,-2.8456e-05,-0.00042654,0.00026638,0.00027786,-0.00042136,-4.2663e-05,0.00044516,-0.00020581,-0.00033036,0.00039021,0.0001127,-0.00045312,0.00014004,0.00037495,-0.00034919,-0.00018004,0.00044961,-7.0918e-05,-0.00041006,0.0002998,0.00024283,-0.00043534,3.1299e-18,0.00043534,-0.00024283,-0.0002998,0.00041006,7.0918e-05,-0.00044961,0.00018004,0.00034919,-0.00037495,-0.00014004,0.00045312,-0.0001127,-0.00039021,0.00033036,0.00020581,-0.00044516,4.2663e-05,0.00042136,-0.00027786,-0.00026638,0.00042654,2.8456e-05,-0.00044242,0.00021833,0.00032056,-0.00039713,-9.8893e-05,0.0004523,-0.00015356,-0.00036664,0.00035821,0.00016683,-0.00045133,8.492e-05,0.00040393,-0.00031023,-0.00023077,0.00043896,-1.424e-05,-0.00043102,0.00025481,0.00028888,-0.00041604,-5.6802e-05,0.00044773,-0.00019298,-0.00034,0.00038273,0.00012689,0.00019474,-3.1133e-05
